no,ponpes,text_combined,sentimen_lexicon,aspek_manual,text_refined,tokens,predicted_aspek,predicted_aspek_label,predicted_sentimen_lexicon
54,PPM AL-Ikhlash Lampoko,selamat nak semangat dzaka al karim dhiaulhaq hasil rebut medali emas kelas u putra turnamen taekwondo kemenpora cup palu,Positif,Fasilitas,Selamat nak semangat dzaka al karim dhiaulhaq hasil rebut medali emas kelas u putra turnamen taekwondo kemenpora cup palu,"['selamat', 'nak', 'semangat', 'dzaka', 'al', 'karim', 'dhiaulhaq', 'hasil', 'rebut', 'medali', 'emas', 'kelas', 'u', 'putra', 'turnamen', 'taekwondo', 'kemenpora', 'cup', 'palu']",1,Fasilitas,positif
55,PPM AL-Ikhlash Lampoko,beda rangking beda kelas lantik bantara jenderal sudirman,Negatif,Lingkungan,Beda rangking beda kelas lantik bantara jenderal sudirman,"['beda', 'rangking', 'beda', 'kelas', 'lantik', 'bantara', 'jenderal', 'sudirman']",6,Akademik,negatif
56,PPM AL-Ikhlash Lampoko,syukur alhamdulillah semangat terus ainun aulia zulkifli dapat gelar best intelegensia duta ajar sulawesi barat tahun,Positif,Fasilitas,Syukur alhamdulillah semangat terus ainun aulia zulkifli dapat gelar best intelegensia duta ajar sulawesi barat tahun,"['syukur', 'alhamdulillah', 'semangat', 'ainun', 'aulia', 'zulkifli', 'gelar', 'best', 'intelegensia', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
57,PPM AL-Ikhlash Lampoko,alhamdulillah slamat ats prestasix dn sukses slalu muh akhsay saputra atas prestasi raih juara pilih jadi duta ajar sulawesi barat tahun,Negatif,Fasilitas,Alhamdulillah slamat ats prestasix dn sukses slalu muh akhsay saputra atas prestasi raih juara pilih jadi duta ajar sulawesi barat tahun,"['alhamdulillah', 'slamat', 'ats', 'prestasix', 'dn', 'sukses', 'slalu', 'muh', 'akhsay', 'saputra', 'prestasi', 'raih', 'juara', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",0,Kualitas Guru,positif
58,PPM AL-Ikhlash Lampoko,selamat nanda akhsay selamat buat ppm al ikhlas lampoko ,Positif,Umum,Selamat nanda akhsay selamat buat ppm al ikhlas lampoko,"['selamat', 'nanda', 'akhsay', 'selamat', 'ppm', 'al', 'ikhlas', 'lampoko']",4,Pembinaan Karakter,positif
59,PPM AL-Ikhlash Lampoko,masyaallah selamat nak ,Positif,Kegiatan Pondok,Masyaallah selamat nak,"['masyaallah', 'selamat', 'nak']",1,Fasilitas,positif
60,PPM AL-Ikhlash Lampoko,masya allah sukses sllu anak sholeh sholeha momen beri hadiah santri ppm al ikhlash lampoko juara festival anak sholeh sholehah tingkat smp mts se polewali mandar uptd sman wonomulyo,Negatif,Akademik,Masya allah sukses sllu anak sholeh sholeha momen beri hadiah santri ppm al ikhlash lampoko juara festival anak sholeh sholehah tingkat smp mts se polewali mandar uptd sman wonomulyo,"['masya', 'allah', 'sukses', 'sllu', 'anak', 'sholeh', 'sholeha', 'momen', 'hadiah', 'santri', 'ppm', 'al', 'ikhlash', 'lampoko', 'juara', 'festival', 'anak', 'sholeh', 'sholehah', 'tingkat', 'smp', 'mts', 'polewali', 'mandar', 'uptd', 'sman', 'wonomulyo']",1,Fasilitas,positif
61,PPM AL-Ikhlash Lampoko,masya allah xd titip salam buat ustadz said xd moga sehat selalu aamiin tutup juara pencak silat antar santri ppm al ikhlash,Positif,Umum,Masya allah xd titip salam buat ustadz said xd moga sehat selalu aamiin tutup juara pencak silat antar santri ppm al ikhlash,"['masya', 'allah', 'xd', 'titip', 'salam', 'ustadz', 'said', 'xd', 'moga', 'sehat', 'aamiin', 'tutup', 'juara', 'pencak', 'silat', 'santri', 'ppm', 'al', 'ikhlash']",1,Fasilitas,positif
62,PPM AL-Ikhlash Lampoko,luar biasa tutup juara pencak silat antar santri ppm al ikhlash,Negatif,Umum,Luar biasa tutup juara pencak silat antar santri ppm al ikhlash,"['tutup', 'juara', 'pencak', 'silat', 'santri', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,negatif
63,PPM AL-Ikhlash Lampoko,masya allah tutup juara pencak silat antar santri ppm al ikhlash,Positif,Umum,Masya allah tutup juara pencak silat antar santri ppm al ikhlash,"['masya', 'allah', 'tutup', 'juara', 'pencak', 'silat', 'santri', 'ppm', 'al', 'ikhlash']",4,Pembinaan Karakter,netral
64,PPM AL-Ikhlash Lampoko,mungkin begitu kira jadi sama anak ku fadlan dwi ananda sdh tahun di pondok tinggal injak doang beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Mungkin begitu kira jadi sama anak ku fadlan dwi ananda sdh tahun di pondok tinggal injak doang beda santri baru santri lama cara cuci baju,"['anak', 'ku', 'fadlan', 'dwi', 'ananda', 'sdh', 'pondok', 'tinggal', 'injak', 'doang', 'beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
65,PPM AL-Ikhlash Lampoko,ada group wa org tua wali beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Ada group wa org tua wali beda santri baru santri lama cara cuci baju,"['group', 'wa', 'org', 'tua', 'wali', 'beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
66,PPM AL-Ikhlash Lampoko,mungkin juga anak kalo cuci kasi nabil annisar sdh hampir thn mondok al ikhlas beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Mungkin juga anak kalo cuci kasi nabil annisar sdh hampir thn mondok al ikhlas beda santri baru santri lama cara cuci baju,"['anak', 'kalo', 'cuci', 'kasi', 'nabil', 'annisar', 'sdh', 'thn', 'mondok', 'al', 'ikhlas', 'beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
67,PPM AL-Ikhlash Lampoko,wahh kalo cowok beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Wahh kalo cowok beda santri baru santri lama cara cuci baju,"['wahh', 'kalo', 'cowok', 'beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
68,PPM AL-Ikhlash Lampoko,fakhri dulu nainjak injak beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Fakhri dulu nainjak injak beda santri baru santri lama cara cuci baju,"['fakhri', 'nainjak', 'injak', 'beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
69,PPM AL-Ikhlash Lampoko, beda santri baru santri lama cara cuci baju,Negatif,Lingkungan,Beda santri baru santri lama cara cuci baju,"['beda', 'santri', 'santri', 'cuci', 'baju']",6,Akademik,negatif
70,PPM AL-Ikhlash Lampoko,selamat nak ku semua khusus mutiara muthi ah bahri semangat sehat sukses selalu selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Positif,Akademik,Selamat nak ku semua khusus mutiara muthi ah bahri semangat sehat sukses selalu selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,"['selamat', 'nak', 'ku', 'khusus', 'mutiara', 'muthi', 'ah', 'bahri', 'semangat', 'sehat', 'sukses', 'selamat', 'sukses', 'santri', 'santri', 'wati', 'raih', 'juara', 'festival', 'anak', 'sholeh', 'sholehah', 'smp', 'mts', 'polewali', 'mandar', 'uptd', 'sman', 'wonomulyo']",1,Fasilitas,positif
71,PPM AL-Ikhlash Lampoko,masyaallah sukses semua anak telah toreh ptestasi inshaallah kelak akan jadi bekal jawab tantang lbh sulit masa datang ucap terimakasih setinggi para ustad n ustadzah telah bimbing n ajar ilmu tdk nilai anak hingga antar anak pondok pesantren al ikhlas lampoko raih prestasi khusus ananda alfarizqi prestasi tdk henti smp sini nak terus asah mampu n bakat sukses buat semua anakq selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Negatif,Akademik,Masyaallah sukses semua anak telah toreh ptestasi inshaallah kelak akan jadi bekal jawab tantang lbh sulit masa datang ucap terimakasih setinggi para ustad n ustadzah telah bimbing n ajar ilmu tdk nilai anak hingga antar anak pondok pesantren al ikhlas lampoko raih prestasi khusus ananda alfarizqi prestasi tdk henti smp sini nak terus asah mampu n bakat sukses buat semua anakq selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,"['masyaallah', 'sukses', 'anak', 'toreh', 'ptestasi', 'inshaallah', 'kelak', 'bekal', 'tantang', 'lbh', 'sulit', 'terimakasih', 'ustad', 'n', 'ustadzah', 'bimbing', 'n', 'ajar', 'ilmu', 'tdk', 'nilai', 'anak', 'anak', 'pondok', 'pesantren', 'al', 'ikhlas', 'lampoko', 'raih', 'prestasi', 'khusus', 'ananda', 'alfarizqi', 'prestasi', 'tdk', 'henti', 'smp', 'nak', 'asah', 'n', 'bakat', 'sukses', 'anakq', 'selamat', 'sukses', 'santri', 'santri', 'wati', 'raih', 'juara', 'festival', 'anak', 'sholeh', 'sholehah', 'smp', 'mts', 'polewali', 'mandar', 'uptd', 'sman', 'wonomulyo']",4,Pembinaan Karakter,positif
72,PPM AL-Ikhlash Lampoko,selamat atas capai semua selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Netral,Akademik,Selamat atas capai semua selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,"['selamat', 'capai', 'selamat', 'sukses', 'santri', 'santri', 'wati', 'raih', 'juara', 'festival', 'anak', 'sholeh', 'sholehah', 'smp', 'mts', 'polewali', 'mandar', 'uptd', 'sman', 'wonomulyo']",1,Fasilitas,positif
73,PPM AL-Ikhlash Lampoko,selamat nak saleh saleha selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,Positif,Akademik,Selamat nak saleh saleha selamat sukses santri santri wati telah raih juara festival anak sholeh sholehah antar smp mts se polewali mandar uptd sman wonomulyo,"['selamat', 'nak', 'saleh', 'saleha', 'selamat', 'sukses', 'santri', 'santri', 'wati', 'raih', 'juara', 'festival', 'anak', 'sholeh', 'sholehah', 'smp', 'mts', 'polewali', 'mandar', 'uptd', 'sman', 'wonomulyo']",1,Fasilitas,positif
74,PPM AL-Ikhlash Lampoko,sukses buat nanda dua final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Sukses buat nanda dua final pilih duta ajar sulawesi barat tahun,"['sukses', 'nanda', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
75,PPM AL-Ikhlash Lampoko,sukses selalu ki nak moga capai hasil lbh baik doa mama selalu serta nak final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Sukses selalu ki nak moga capai hasil lbh baik doa mama selalu serta nak final pilih duta ajar sulawesi barat tahun,"['sukses', 'ki', 'nak', 'moga', 'capai', 'hasil', 'lbh', 'doa', 'mama', 'nak', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
76,PPM AL-Ikhlash Lampoko,amin nak moga mudah semua cita cita final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Amin nak moga mudah semua cita cita final pilih duta ajar sulawesi barat tahun,"['amin', 'nak', 'moga', 'mudah', 'cita', 'cita', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,negatif
77,PPM AL-Ikhlash Lampoko, final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Final pilih duta ajar sulawesi barat tahun,"['final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,negatif
78,PPM AL-Ikhlash Lampoko,sukseski semua anakq aamiin final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Sukseski semua anakq aamiin final pilih duta ajar sulawesi barat tahun,"['sukseski', 'anakq', 'aamiin', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,negatif
79,PPM AL-Ikhlash Lampoko,masyaalllah sukses nak sholeh sholeha final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Masyaalllah sukses nak sholeh sholeha final pilih duta ajar sulawesi barat tahun,"['masyaalllah', 'sukses', 'nak', 'sholeh', 'sholeha', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,netral
80,PPM AL-Ikhlash Lampoko,sukses buat ananda dua final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Sukses buat ananda dua final pilih duta ajar sulawesi barat tahun,"['sukses', 'ananda', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
81,PPM AL-Ikhlash Lampoko,moga mudah aamiin final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Moga mudah aamiin final pilih duta ajar sulawesi barat tahun,"['moga', 'mudah', 'aamiin', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,positif
82,PPM AL-Ikhlash Lampoko,sukses selalu final pilih duta ajar sulawesi barat tahun,Negatif,Fasilitas,Sukses selalu final pilih duta ajar sulawesi barat tahun,"['sukses', 'final', 'pilih', 'duta', 'ajar', 'sulawesi', 'barat']",9,Umum,netral
83,PPM AL-Ikhlash Lampoko,rifqa tanding pencak silat antar putri live,Positif,Kualitas Guru,Rifqa tanding pencak silat antar putri live,"['rifqa', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
84,PPM AL-Ikhlash Lampoko,rifqa nonton tanding pencak silat antar putri live,Positif,Kualitas Guru,Rifqa nonton tanding pencak silat antar putri live,"['rifqa', 'nonton', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
85,PPM AL-Ikhlash Lampoko,ibu nonton nak tanding pencak silat antar putri live,Positif,Kualitas Guru,Ibu nonton nak tanding pencak silat antar putri live,"['nonton', 'nak', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
86,PPM AL-Ikhlash Lampoko,liat ka nak tanding pencak silat antar putri live,Positif,Kualitas Guru,Liat ka nak tanding pencak silat antar putri live,"['liat', 'ka', 'nak', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
87,PPM AL-Ikhlash Lampoko,kamera ki dlu tanding pencak silat antar putri live,Positif,Kualitas Guru,Kamera ki dlu tanding pencak silat antar putri live,"['kamera', 'ki', 'dlu', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
88,PPM AL-Ikhlash Lampoko,tdk ku jemput ki besok kalau tdk mau tanding pencak silat antar putri live,Positif,Kualitas Guru,Tdk ku jemput ki besok kalau tdk mau tanding pencak silat antar putri live,"['tdk', 'ku', 'jemput', 'ki', 'besok', 'tdk', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
89,PPM AL-Ikhlash Lampoko, tanding pencak silat antar putri live,Positif,Kualitas Guru,Tanding pencak silat antar putri live,"['tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
90,PPM AL-Ikhlash Lampoko,tdk ikut titah ramadhani tutu tanding tanding pencak silat antar putri live,Positif,Kualitas Guru,Tdk ikut titah ramadhani tutu tanding tanding pencak silat antar putri live,"['tdk', 'titah', 'ramadhani', 'tutu', 'tanding', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
91,PPM AL-Ikhlash Lampoko,nak nnti ku bagi tanding pencak silat antar putri live,Positif,Kualitas Guru,Nak nnti ku bagi tanding pencak silat antar putri live,"['nak', 'nnti', 'ku', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
92,PPM AL-Ikhlash Lampoko,tdk ikut tanding titah ramadhani tutu tanding pencak silat antar putri live,Positif,Kualitas Guru,Tdk ikut tanding titah ramadhani tutu tanding pencak silat antar putri live,"['tdk', 'tanding', 'titah', 'ramadhani', 'tutu', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
93,PPM AL-Ikhlash Lampoko,ikut santri laki nak tanding pencak silat antar putri live,Positif,Kualitas Guru,Ikut santri laki nak tanding pencak silat antar putri live,"['santri', 'laki', 'nak', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
94,PPM AL-Ikhlash Lampoko,halo rifqa tanding pencak silat antar putri live,Positif,Kualitas Guru,Halo rifqa tanding pencak silat antar putri live,"['halo', 'rifqa', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
95,PPM AL-Ikhlash Lampoko,salsabila mariaya al tsar tanding tanding pencak silat antar putri live,Positif,Kualitas Guru,Salsabila mariaya al tsar tanding tanding pencak silat antar putri live,"['salsabila', 'mariaya', 'al', 'tsar', 'tanding', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
96,PPM AL-Ikhlash Lampoko,kalau nur khalish sdh ikut tanding nak kelas x tanding pencak silat antar putri live,Netral,Kualitas Guru,Kalau nur khalish sdh ikut tanding nak kelas x tanding pencak silat antar putri live,"['nur', 'khalish', 'sdh', 'tanding', 'nak', 'kelas', 'x', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,netral
97,PPM AL-Ikhlash Lampoko,titah klas x tanding pencak silat antar putri live,Positif,Kualitas Guru,Titah klas x tanding pencak silat antar putri live,"['titah', 'klas', 'x', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
98,PPM AL-Ikhlash Lampoko,titah ramadhani tutu tanding pencak silat antar putri live,Positif,Kualitas Guru,Titah ramadhani tutu tanding pencak silat antar putri live,"['titah', 'ramadhani', 'tutu', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
99,PPM AL-Ikhlash Lampoko,semangat mudah juara tanding pencak silat antar putri live,Positif,Kualitas Guru,Semangat mudah juara tanding pencak silat antar putri live,"['semangat', 'mudah', 'juara', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
100,PPM AL-Ikhlash Lampoko,muhammad nur khalis kelas tanding pencak silat antar putri live,Positif,Kualitas Guru,Muhammad nur khalis kelas tanding pencak silat antar putri live,"['muhammad', 'nur', 'khalis', 'kelas', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
101,PPM AL-Ikhlash Lampoko,obat jgn lupa minum tanding pencak silat antar putri live,Negatif,Kualitas Guru,Obat jgn lupa minum tanding pencak silat antar putri live,"['obat', 'jgn', 'lupa', 'minum', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,netral
102,PPM AL-Ikhlash Lampoko,salam kangen buat aqila zahra tanding pencak silat antar putri live,Positif,Kualitas Guru,Salam kangen buat aqila zahra tanding pencak silat antar putri live,"['salam', 'kangen', 'aqila', 'zahra', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
103,PPM AL-Ikhlash Lampoko,ma syaa allah semangat santri ppm al ikhlas tanding pencak silat antar putri live,Positif,Kualitas Guru,Ma syaa allah semangat santri ppm al ikhlas tanding pencak silat antar putri live,"['ma', 'syaa', 'allah', 'semangat', 'santri', 'ppm', 'al', 'ikhlas', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
104,PPM AL-Ikhlash Lampoko,ustadz waspada situ dik tanding pencak silat antar putri live,Positif,Kualitas Guru,Ustadz waspada situ dik tanding pencak silat antar putri live,"['ustadz', 'waspada', 'situ', 'dik', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
105,PPM AL-Ikhlash Lampoko,coba ksih liat dlu rifqa nak mau liat bpkx bru tiba dr mamuju rindu tanding pencak silat antar putri live,Negatif,Kualitas Guru,Coba ksih liat dlu rifqa nak mau liat bpkx bru tiba dr mamuju rindu tanding pencak silat antar putri live,"['coba', 'ksih', 'liat', 'dlu', 'rifqa', 'nak', 'liat', 'bpkx', 'bru', 'dr', 'mamuju', 'rindu', 'tanding', 'pencak', 'silat', 'putri', 'live']",6,Akademik,positif
106,PPM AL-Ikhlash Lampoko,main turnamen santriwannya dik tanding pencak silat antar putri live,Positif,Kualitas Guru,Main turnamen santriwannya dik tanding pencak silat antar putri live,"['main', 'turnamen', 'santriwannya', 'dik', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
107,PPM AL-Ikhlash Lampoko,spill bicara dongg tanding pencak silat antar putri live,Positif,Kualitas Guru,Spill bicara dongg tanding pencak silat antar putri live,"['spill', 'bicara', 'dongg', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
108,PPM AL-Ikhlash Lampoko,up tanding pencak silat antar putri live,Positif,Kualitas Guru,Up tanding pencak silat antar putri live,"['up', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
109,PPM AL-Ikhlash Lampoko,up tanding pencak silat antar putri live,Positif,Kualitas Guru,Up tanding pencak silat antar putri live,"['up', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
110,PPM AL-Ikhlash Lampoko,salam ustadz waspada dik teman pas angkat tanding pencak silat antar putri live,Positif,Kualitas Guru,Salam ustadz waspada dik teman pas angkat tanding pencak silat antar putri live,"['salam', 'ustadz', 'waspada', 'dik', 'teman', 'pas', 'angkat', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
111,PPM AL-Ikhlash Lampoko,tingkat apa tanding pencak silat antar putri live,Positif,Kualitas Guru,Tingkat apa tanding pencak silat antar putri live,"['tingkat', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
112,PPM AL-Ikhlash Lampoko,iye masuk mki nak tanding pencak silat antar putri live,Positif,Kualitas Guru,Iye masuk mki nak tanding pencak silat antar putri live,"['iye', 'masuk', 'mki', 'nak', 'tanding', 'pencak', 'silat', 'putri', 'live']",2,Lingkungan,positif
